"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2021",287066.313330514,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2022",301290.677501858,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2023",311735.6,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2024",320395.5,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2025",328287.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2026",335640.7,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2027",342452.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2028",348858.9,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2029",354956.5,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2030",360792.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2031",366391.1,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2032",371755.1,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2033",376885.1,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2034",381773.2,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2035",386409.7,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2036",390788.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2037",394890.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2038",398706.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2039",402226.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2040",405449.9,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2041",408389.5,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2042",411058.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2043",413486.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2044",415712,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2045",417777.8,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2046",419732.3,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2047",421615,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2048",423466.2,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2049",425329.7,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2050",427254.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2051",429289.3,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2052",431458.5,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2053",433785.3,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2054",436287.7,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2055",438981.3,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2056",441876.1,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2057",444961.4,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2058",448206,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2059",451572,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2060",455026.7,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2020",294139.029988048,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2021",307714.618854088,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2022",322996.412827294,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2023",335683.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2024",346380.7,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2025",355710.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2026",364096.9,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2027",371793.2,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2028",378947.8,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2029",385559,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2030",391638.5,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2031",397220.5,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2032",402336,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2033",407009.6,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2034",411259.2,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2035",415111.8,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2036",418629,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2037",421889.1,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2038",424957.6,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2039",427875.8,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2040",430676.2,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2041",433402.2,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2042",436100.6,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2043",438807.6,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2044",441541.1,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2045",444302,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2046",447081.8,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2047",449871.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2048",452650.7,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2049",455391.7,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2050",458073.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2051",460710.5,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2052",463352.4,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2053",466063.1,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2054",468897.1,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2055",471895.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2056",475088.3,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2057",478491.8,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2058",482104.4,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2059",485894.5,
"HUN","GDPLTFORECAST","TOT","MLN_USD","A","2060",489812.2,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2020",18081.8372740657,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2021",18595.6199713011,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2022",19471.1645317924,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2023",20155.74,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2024",20718.9,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2025",21193.61,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2026",21616.73,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2027",22016.01,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2028",22407.43,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2029",22795.22,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2030",23180.8,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2031",23564.63,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2032",23946.5,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2033",24327,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2034",24707.51,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2035",25089.71,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2036",25475.01,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2037",25863.96,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2038",26256.42,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2039",26651.99,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2040",27050.3,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2041",27451.04,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2042",27853.6,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2043",28257.22,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2044",28661.32,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2045",29065.76,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2046",29470.66,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2047",29875.88,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2048",30281.17,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2049",30686.48,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2050",31092.06,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2051",31498.31,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2052",31904.76,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2053",32310.94,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2054",32716.47,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2055",33121.38,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2056",33526.32,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2057",33931.57,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2058",34337.96,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2059",34746.68,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2060",35159.34,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2020",428903.465177275,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2021",447059.842885822,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2022",469989.291292843,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2023",486077.6,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2024",499694.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2025",512714,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2026",525615.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2027",538509.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2028",551471.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2029",564474.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2030",577467,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2031",590391.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2032",603190.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2033",615801.1,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2034",628168.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2035",640247.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2036",652011.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2037",663431.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2038",674510,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2039",685261.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2040",695708.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2041",705883.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2042",715796.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2043",725481.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2044",734979.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2045",744340.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2046",753631.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2047",762900.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2048",772235.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2049",781729.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2050",791481.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2051",801583.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2052",812072.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2053",822995.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2054",834391.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2055",846298.3,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2056",858744.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2057",871727.1,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2058",885220.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2059",899183.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2060",913571,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2020",2127287.78471542,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2021",2222062.50816054,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2022",2319555.08109737,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2023",2358352,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2024",2381006,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2025",2400207,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2026",2419400,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2027",2439110,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2028",2459268,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2029",2479450,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2030",2499387,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2031",2519003,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2032",2538250,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2033",2557195,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2034",2575930,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2035",2594577,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2036",2613308,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2037",2632221,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2038",2651463,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2039",2671185,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2040",2691580,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2041",2712857,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2042",2735116,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2043",2758472,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2044",2783027,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2045",2808880,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2046",2836098,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2047",2864663,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2048",2894576,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2049",2925860,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2050",2958571,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2051",2992767,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2052",3028468,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2053",3065678,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2054",3104397,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2055",3144604,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2056",3186243,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2057",3229273,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2058",3273632,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2059",3319288,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2060",3366218,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2020",5104892.0427927,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2021",5239313.28747556,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2022",5345936.84053381,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2023",5405077,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2024",5445553,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2025",5477318,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2026",5506395,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2027",5536111,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2028",5567248,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2029",5599273,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2030",5631733,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2031",5664277,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2032",5696523,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2033",5727996,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2034",5758291,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2035",5787177,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2036",5814600,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2037",5840327,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2038",5864345,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2039",5886727,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2040",5907647,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2041",5927313,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2042",5945730,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2043",5962831,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2044",5978519,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2045",5992860,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2046",6006202,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2047",6018798,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2048",6031337,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2049",6044710,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2050",6059900,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2051",6077718,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2052",6098274,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2053",6121410,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2054",6146851,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2055",6174422,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2056",6204026,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2057",6235204,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2058",6267453,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2059",6300303,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2060",6333415,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2020",2136698.15024827,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2021",2218625.00138037,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2022",2281506.06512033,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2023",2349122,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2024",2411710,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2025",2467435,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2026",2517095,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2027",2561915,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2028",2603098,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2029",2640880,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2030",2675388,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2031",2706738,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2032",2734977,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2033",2760248,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2034",2782706,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2035",2802504,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2036",2819806,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2037",2834723,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2038",2847348,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2039",2857763,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2040",2866099,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2041",2872548,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2042",2877185,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2043",2880217,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2044",2881917,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2045",2882610,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2046",2882620,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2047",2882168,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2048",2881451,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2049",2880641,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2050",2879909,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2051",2879399,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2052",2879103,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2053",2878902,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2054",2878608,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2055",2878089,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2056",2877322,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2057",2876209,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2058",2874752,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2059",2872951,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2060",2870786,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2020",65455.7241848052,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2021",68570.1425039247,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2022",70485.359022254,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2023",72532.61,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2024",74483.75,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2025",76230.71,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2026",77819.27,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2027",79336.92,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2028",80847.76,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2029",82358.29,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2030",83871.23,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2031",85387.77,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2032",86911.07,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2033",88445.4,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2034",89992.97,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2035",91553.59,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2036",93126.19,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2037",94716.23,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2038",96323.36,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2039",97943.79,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2040",99571.66,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2041",101202.1,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2042",102834.6,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2043",104469.5,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2044",106105.6,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2045",107740.8,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2046",109373.9,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2047",111008.3,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2048",112648.1,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2049",114295.9,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2050",115953.2,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2051",117622.3,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2052",119309.8,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2053",121021.8,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2054",122762.7,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2055",124534.9,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2056",126341.1,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2057",128185.4,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2058",130071.7,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2059",132000.3,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2060",133968.2,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2020",2190301.41655297,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2021",2299481.04046711,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2022",2372532.89558018,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2023",2485282,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2024",2592371,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2025",2687380,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2026",2772470,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2027",2850996,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2028",2926182,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2029",2999927,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2030",3073297,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2031",3146855,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2032",3220864,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2033",3295445,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2034",3370625,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2035",3446378,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2036",3522672,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2037",3599450,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2038",3676677,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2039",3754303,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2040",3832268,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2041",3910525,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2042",3989020,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2043",4067706,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2044",4146524,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2045",4225422,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2046",4304370,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2047",4383344,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2048",4462341,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2049",4541342,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2050",4620325,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2051",4699274,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2052",4778128,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2053",4856853,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2054",4935403,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2055",5013762,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2056",5091976,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2057",5170140,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2058",5248448,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2059",5327178,
"MEX","GDPLTFORECAST","TOT","MLN_USD","A","2060",5406676,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2020",897261.053178435,
