Country,Indicator,Sex,Education Level,Wealth Quintile,Residence,Value,Time
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,97.36863,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,97.16601,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.68559,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,98.60429,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,96.10332,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,97.6721,2020
Algeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,97.08477,2020
Algeria,mpletion rate for children of primary school age,Female,Primary education,Total,Total,96.47162,2020
Algeria,mpletion rate for children of primary school age,Male,Primary education,Total,Total,93.07437,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,87.73383,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Second,Total,93.38532,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,96.33752,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,97.66752,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,98.90694,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Total,ural,92.38155,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Total,rban,95.9369,2020
Algeria,mpletion rate for children of primary school age, Total,Primary education,Total,Total,94.70863,2020
Algeria, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,1.75218,2020
Algeria, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,1.866154,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,3.797871,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,1.360304,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.710545,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,1.02965,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,0.7511562,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,2.436117,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,1.436493,2020
Algeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,1.810739,2020
Ecuador,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,95.7,2019
Ecuador,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,95.2,2019
Ecuador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,95.8,2019
Ecuador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,95.2,2019
Ecuador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,95.4,2019
Ecuador,mpletion rate for children of primary school age,Female,Primary education,Total,Total,98.4,2019
Ecuador,mpletion rate for children of primary school age,Male,Primary education,Total,Total,98.0,2019
Ecuador,mpletion rate for children of primary school age, Total,Primary education,Total,ural,97.5,2019
Ecuador,mpletion rate for children of primary school age, Total,Primary education,Total,rban,98.8,2019
Ecuador,mpletion rate for children of primary school age, Total,Primary education,Total,Total,98.2,2019
Ecuador,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,46.71731,2013
Ecuador,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,49.78415,2013
Ecuador,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,48.36655,2013
Ecuador,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,38.00139,2013
Ecuador,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,37.87115,2013
Ecuador,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,37.93138,2013
Ecuador, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,1.5,2019
Ecuador, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,1.0,2019
Ecuador, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,0.6,2019
Ecuador, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,1.7,2019
Ecuador, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,1.3,2019
Egypt,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,96.58416,2014
Egypt,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,97.00546,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,94.66918,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,95.89001,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.21612,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.5588,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,98.09611,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,96.78412,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,96.83731,2014
Egypt,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,96.80228,2014
Egypt,mpletion rate for children of primary school age,Female,Primary education,Total,Total,91.55707,2014
Egypt,mpletion rate for children of primary school age,Male,Primary education,Total,Total,90.53027,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,87.3017,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Second,Total,88.81918,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,91.34486,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,92.17757,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,97.33968,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Total,ural,90.16452,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Total,rban,92.58149,2014
Egypt,mpletion rate for children of primary school age, Total,Primary education,Total,Total,91.04031,2014
Egypt,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,27.0,2019
Egypt, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.3,2014
Egypt, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,2.9,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,5.2,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,4.0,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.7,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.4,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.5,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,3.2,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,2.9,2014
Egypt, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.1,2014
Eritrea,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,78.86,2010
Eritrea,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,82.94,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,71.46,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,74.26,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,80.85,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,91.25,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,96.12,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,76.75,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,91.34,2010
Eritrea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,81.0,2010
Spain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,64.85658,2015
Spain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,69.94062,2015
Spain,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,65.0,2019
Spain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,97.57467,2016
Spain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,95.67968,2016
Spain,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,96.56866,2016
Ethiopia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,68.08414,2016
Ethiopia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,68.27587,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,53.47962,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,64.51971,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,69.19601,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,74.81406,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,85.25187,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,66.14232,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,86.47994,2016
Ethiopia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,68.18406,2016
Ethiopia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,47.80169,2016
Ethiopia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,47.05379,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,25.51828,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,30.48426,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,40.55702,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,48.94653,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,74.7832,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,39.85725,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,77.5426,2016
Ethiopia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,47.4454,2016
Ethiopia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,73.36,2016
Ethiopia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,55.48,2016
Ethiopia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,24.5,2016
Ethiopia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,25.8,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,41.0,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,29.8,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,22.0,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,19.3,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,8.5,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,27.0,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,9.3,2016
Ethiopia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,25.2,2016
Finland,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,85.18339,2015
Finland,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,79.42611,2015
Finland,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,78.0,2019
Finland,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,98.92597,2016
Finland,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,97.65054,2016
Finland,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,98.28993,2016
France,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,57.04231,2015
France,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,59.02802,2015
France,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,57.0,2019
France,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,94.67617,2016
France,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,92.79399,2016
France,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,93.71542,2016
Gabon,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,98.4,2012
Gabon,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,96.9,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,96.4,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,97.6,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.2,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,98.7,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,97.5,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,97.7,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,97.7,2012
Gabon,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,97.7,2012
Gabon,mpletion rate for children of primary school age,Female,Primary education,Total,Total,74.70355,2012
Gabon,mpletion rate for children of primary school age,Male,Primary education,Total,Total,65.89475,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,32.90459,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Second,Total,67.06813,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,74.8805,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,80.80656,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,90.51163,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Total,ural,33.30455,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Total,rban,76.2403,2012
Gabon,mpletion rate for children of primary school age, Total,Primary education,Total,Total,70.58672,2012
Gabon,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,22.9,2019
Gabon,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,76.3,2019
Gabon, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.1,2012
Gabon, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,4.4,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,8.0,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,4.4,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.4,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,1.9,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.6,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,5.0,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,3.5,2012
Gabon, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.7,2012
United Kingdom,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,83.0,2019
United Kingdom,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,96.83,2016
Georgia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,98.0087,2018
Georgia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,97.80167,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,96.92159,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,96.99832,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.13953,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,98.60269,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,98.43201,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,97.33583,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,98.2234,2018
Georgia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,97.9,2018
Georgia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,99.90824,2018
Georgia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,99.90456,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,100.0,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,100.0,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,99.79439,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,100.0,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,99.7864,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,99.98692,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,99.85268,2018
Georgia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,99.9,2018
Georgia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,47.78539,2015
Georgia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,46.77198,2015
Georgia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,56.0,2019
Georgia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,89.73262,2016
Georgia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,83.28828,2016
Georgia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,86.47637,2016
Georgia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,0.8857062,2018
Georgia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,1.467274,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,1.91822,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,2.021837,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,0.5024334,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,1.298305,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,0.5005751,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,1.756072,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,0.8623711,2018
Georgia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,1.2,2018
Ghana,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,82.25468,2018
Ghana,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,79.687,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,66.63416,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,77.92849,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,82.36784,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,89.75279,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,93.85628,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,76.619,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,86.83021,2018
Ghana,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,80.93716,2018
Ghana,mpletion rate for children of primary school age,Female,Primary education,Total,Total,73.14529,2018
Ghana,mpletion rate for children of primary school age,Male,Primary education,Total,Total,68.88044,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,52.16863,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Second,Total,65.15837,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,74.63858,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,80.70733,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,85.88479,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Total,ural,64.8906,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Total,rban,78.7441,2018
Ghana,mpletion rate for children of primary school age, Total,Primary education,Total,Total,70.9572,2018
Ghana, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,5.98536,2018
Ghana, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,7.041829,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,16.47726,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,5.589366,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,3.878259,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.515471,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.396922,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,8.495497,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,3.841636,2018
Ghana, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,6.527452,2018
Guinea,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,63.47986,2018
Guinea,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,68.77235,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,45.01402,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,57.78663,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,61.88954,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,78.00441,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,88.90111,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,56.17722,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,85.57807,2018
Guinea,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,66.13343,2018
Guinea,mpletion rate for children of primary school age,Female,Primary education,Total,Total,38.59624,2018
Guinea,mpletion rate for children of primary school age,Male,Primary education,Total,Total,51.78345,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,14.61543,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Second,Total,28.41132,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,33.59534,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,55.4507,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,73.36018,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Total,ural,27.22953,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Total,rban,66.97304,2018
Guinea,mpletion rate for children of primary school age, Total,Primary education,Total,Total,44.64939,2018
Guinea,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,6.8,2019
Guinea,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,22.2,2019
Guinea, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,36.72182,2018
Guinea, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,31.45516,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,55.15788,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,42.74984,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,38.4041,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,22.09837,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,11.05352,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,44.12171,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,14.47193,2018
Guinea, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,34.0812,2018
Gambia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,80.4,2018
Gambia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,75.7,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,68.3,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,72.2,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,79.8,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,84.2,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,90.5,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,71.1,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,82.2,2018
Gambia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,78.1,2018
Gambia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,60.07389,2013
Gambia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,64.27444,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,49.49066,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,53.73605,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,51.29291,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,66.80962,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,85.16501,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,45.83767,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,75.16594,2013
Gambia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,62.08604,2013
Gambia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,26.6,2013
Gambia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,27.7,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,32.4,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,33.9,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,32.2,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,22.7,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,10.0,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,34.8,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,18.0,2013
Gambia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,27.1,2013
Guinea-Bissau,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,69.65786,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,67.7299,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,58.37467,2019
Guinea-Bissau,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,58.75444,2019
